index,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,danceability_s,energy_s,valence_s,tempo_s,quality_index,hidden_gem,artist_followers,artist_popularity,lastfm_playcount,lastfm_listeners,visibility_score,artist_reach_millions,Hit
7626,6DWUqItLvXGKTpdwyYUc1N,Town Mountain,Southern Crescent,Southern Crescent,22,211426,False,0.486,0.622,9,-6.516,1,0.0297,0.305,4.32e-05,0.293,0.55,166.941,4,bluegrass,0.46123521681997365,0.6218728887902957,0.5505617977528091,0.7725332196489796,0.5445566344543594,False,65792.0,43.0,2340.0,993.0,0.03556609365737996,0.065792,0
64136,1LFJLpGF7gexCurvUsjqG9,Ella Fitzgerald,Santa Claus Is Coming To Town,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,0.5723330545932384,0.5008722132031903,0.8566078116639915,0.23118353818533355,0.6432710264868068,False,2751613.0,76.0,1108995.0,410661.0,0.40303436455840097,2.751613,0
13859,3znnqpwwIseRg3haxuQe2w,Armando,Straight Up Detroit Shit 2013,100% Dissin It,7,50773,False,0.892,0.685,11,-4.404,0,0.267,0.0411,0.928,0.086,0.76,154.9,4,chicago-house,0.9462429817226137,0.685398243473526,0.7752808988764046,0.7002335733113971,0.802307374690848,True,20431.0,68.0,1679.0,493.0,0.08217501957713391,0.020431,0
29737,2GhwDDUHbfHF6YOwm9xilY,FelMax,Chapel,Chapel,38,201562,False,0.601,0.956,2,-3.759,1,0.0349,0.000395,0.877,0.242,0.0389,127.993,4,dubstep,0.5986142635288496,0.9586581025077389,0.0036383092562867828,0.5386716943972427,0.5203035584309584,False,14824.0,31.0,26979.0,5763.0,1.819831365935919,0.014824,0
59859,5gYNIwz1eygjeDnVCV8sCP,Siavash Amini;Hessam Ohadi;Nima Pourkarimi,Spotty Surfaces,Nights,0,311132,False,0.542,0.946,8,-11.342,1,0.0673,0.694,0.914,0.504,0.039,120.012,4,iranian,0.5281328395651654,0.94857471287548,0.0037453183520599273,0.4907501366013582,0.4934842902642351,False,,,,,,0.0,0
83521,2mQ7KmAI8gFLH3baaDXc6o,Calvin Harris;Disciples;DJ Snake,How Deep is Your Love (DJ Snake Remix),How Deep is Your Love - DJ Snake Remix,41,222400,False,0.616,0.903,9,-0.475,1,0.0938,0.015,0.00102,0.141,0.446,149.93,4,progressive-house,0.6165332696213115,0.9052161374567673,0.43927233814874267,0.6703914304413876,0.6536739150756071,False,,,,,,0.0,0
108859,76d4T3jql30UhXtvdoSgOO,Francisco Canaro;Roberto Maida,La Milonga de Buenos Aires,Milonga Brava,16,159560,False,0.749,0.399,4,-9.51,0,0.0731,0.934,0.912,0.108,0.829,108.921,4,tango,0.775415123641142,0.39701329999092494,0.8491171749598716,0.4241547228043208,0.6738485328639795,False,8.0,2.0,,,,8e-06,0
14737,1CxOnGWoUmxqlyebvPo3pZ,The Wiggles,Wiggle House!,Joannie Works with One Hammer,30,107189,False,0.652,0.491,2,-5.571,1,0.272,0.516,0.0,0.192,0.961,129.302,5,children,0.6595388842432206,0.4897804846077057,0.9903691813804173,0.5465315263925832,0.7132295167437812,False,336719.0,69.0,12131.0,1834.0,0.036026966025184126,0.336719,0
45660,63GKLwpWhgcDdQSB20S1oP,Steve Vai,Alive In An Ultra World,Whispering a Prayer,27,525626,False,0.155,0.3,4,-13.669,1,0.0429,0.648,0.719,0.938,0.159,80.568,4,guitar,0.065822482379644,0.297187742631563,0.13215623327982878,0.2539104015179263,0.16505548609701193,False,636074.0,50.0,94881.0,23959.0,0.14916637189010729,0.636074,0
113136,5GDtkgG9T1BDknHHyDtghv,Cory Asbury,The Father's House,The Father's House - Studio,62,253640,False,0.408,0.707,1,-5.4,1,0.0341,0.189,0.0,0.626,0.333,161.962,4,world-music,0.3680563851391709,0.7075817006644952,0.3183520599250937,0.7426370366812174,0.4646633819095866,False,738815.0,62.0,71012.0,11082.0,0.09611594767844768,0.738815,0
71737,4eAwB5pnKFTmsgc3zWoYO0,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Fake It,75,193893,True,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,4,metal,0.6105602675904909,0.9526080687283836,0.6115569823434992,0.5631998943215866,0.7249084395541244,False,3875972.0,71.0,6481882.0,744920.0,1.672323826817163,3.875972,1
13136,34z21qTIqDM2aNKU4SCOu9,Larry Heard,Alien,Flight of the Comet,15,347106,False,0.764,0.553,11,-11.597,0,0.0444,0.0205,0.901,0.0809,0.264,104.292,4,chicago-house,0.7933341297336041,0.5522975003277101,0.2445157838416266,0.39636009919360166,0.530049137967647,False,65674.0,36.0,8415.0,3009.0,0.12813094784925771,0.065674,0
107678,2JEvkGpibMvl7nAymPedyW,Priest,Obey EP,Obey,24,256000,False,0.501,0.793,9,-5.475,0,0.0422,0.00623,0.000369,0.141,0.0678,123.884,4,synth-pop,0.47915422291243576,0.7942988515019208,0.034563937934724454,0.5139993875455589,0.43600567078302704,False,4560251.0,66.0,101292.0,10084.0,0.02221193039332037,4.560251,0
48678,0VpW9XAE5QC0nj4qhQ4FGM,Rotterdam Terror Corps,RTC is the legacy,Raveworld - F.Noize Remix,29,237238,False,0.651,0.997,8,-2.246,1,0.306,0.274,0.353,0.0847,0.0602,95.071,4,hardcore,0.6583442838370566,0.9999999999999998,0.02643124665596576,0.3409930168184793,0.561591843497674,False,52371.0,39.0,4575.0,1309.0,0.08735583899793783,0.052371,0
58136,21CaraclSZHAVxAQxIfNTL,Powerman 5000,"Copies, Clones & Replicants",Electric Avenue,31,201453,False,0.574,0.886,6,-2.452,1,0.0945,0.00899,0.0,0.449,0.555,123.973,4,industrial,0.5663600525624177,0.8880743750819274,0.5559122525414661,0.5145337840677784,0.6701155600619372,False,801258.0,53.0,29336.0,8085.0,0.03661238126498423,0.801258,0
34411,20A2Xe76p9wxUFLbbzZjTM,Jim Croce,Photographs & Memories: His Greatest Hits,Time in a Bottle,37,148586,False,0.533,0.155,2,-16.837,1,0.0376,0.888,0.0,0.108,0.592,134.019,3,folk,0.5173814359096882,0.1509785929638107,0.5955056179775281,0.5748545420702162,0.42128854895034235,False,1674126.0,67.0,7003175.0,915219.0,4.183180248571345,1.674126,0
79521,0gsBQy8Q0eWlR67xDmoWFw,Emile Pandolfi,So This Is Love,So This Is Love,56,172187,False,0.279,0.234,7,-17.515,1,0.0396,0.975,0.871,0.0908,0.24,163.883,1,piano,0.21395293274399713,0.23063737105865506,0.21883360085607279,0.7541715953237302,0.22114130155290831,False,36952.0,49.0,508984.0,116684.0,13.773820799393825,0.036952,0
26521,0p4s5XhvIgIwq6wyj2HSSs,Toshihiro Tachibana;Shigeo Matsuzawa;Masahiro Anzai;Music Creation,Pocahontas (Original Motion Picture Soundtrack/Japanese Version),The Virginia Company (Reprise),21,35506,False,0.407,0.162,7,-17.251,1,0.0365,0.876,6.21e-06,0.158,0.697,181.496,4,disney,0.36686178473300673,0.15803696570639184,0.7078651685393259,0.8599280666254363,0.4109213063262415,False,,,,,,0.0,0
34740,7lAADZLmAEX1bwqH05dWUT,Jorge Acosta,Kachaka Paraguay,Tu No Sabes Nada,44,193000,False,0.743,0.629,0,-8.647,0,0.0522,0.0103,0.0,0.037,0.907,76.249,4,folk,0.7682475212041571,0.6289312615328768,0.9325842696629215,0.2279771590520166,0.7765876841333185,False,14022.0,49.0,1075.0,410.0,0.07665977322969407,0.014022,0
29740,5wRosZhB66DzD6WSnt0XyX,DJ Noiz;Konecs;Vili Langi,Ofa Mai,Ofa Mai,50,184581,False,0.872,0.78,10,-4.06,1,0.068,0.0712,0.0,0.0643,0.695,106.009,4,dubstep,0.9223509735993309,0.7811904449799844,0.7057249866238631,0.4066697489537237,0.8030888017343928,False,,,,,,0.0,0
23737,2DFQvQWXVUtnHYUwIzye97,GAMPER & DADONI;Mark Wilkinson,Heavy Heart,Heavy Heart,55,166993,False,0.79,0.526,10,-9.452,1,0.0376,0.182,0.00114,0.103,0.595,123.995,4,deep-house,0.8243937402938717,0.5250723483206113,0.5987158908507223,0.5146658820845067,0.6493939931550684,False,,,2.0,2.0,1.0,0.0,0
70660,6ZBXaW9fy6oDc0b0yDtH7u,金莎,空氣,被風吹過的夏天,50,255946,False,0.551,0.535,3,-5.809,1,0.0312,0.604,0.0,0.102,0.341,123.789,4,mandopop,0.5388842432206427,0.5341473989896443,0.3269127875869449,0.5134289642915044,0.46664814326574394,False,33791.0,40.0,14335.0,2434.0,0.4242128314393939,0.033791,0
75513,2BXdDjt3w3lzKUZnsbg8Qs,David Lanz,Return To The Heart,Return To The Heart,48,200826,False,0.467,0.09,9,-20.992,1,0.0652,0.974,0.916,0.0573,0.138,92.284,4,new-age,0.43853780910285506,0.08543656035412864,0.10968432316746927,0.3242585998811119,0.211219564208151,False,52654.0,47.0,73156.0,22660.0,1.3893457411451904,0.052654,0
55737,5aJfbWiKcwC4Fh7ymbKHHy,Raghu Dixit,Aanandam (Original Motion Picture Soundtrack),Khule Reston Pe,44,150261,False,0.559,0.425,9,-11.083,1,0.0438,0.84,0.00115,0.0972,0.29,161.89,4,indian,0.5484410464699558,0.42323011303479774,0.2723381487426431,0.7422047158991971,0.41466976941579886,False,1426130.0,60.0,3006.0,576.0,0.0021078007560315286,1.42613,0
97521,1e4gBqEtO3SW4yJ3JjrM9C,Bruno & Marrone,Paixão Demais,Passou da Conta,46,281053,False,0.473,0.585,0,-6.226,1,0.0295,0.525,5.29e-06,0.097,0.247,142.198,4,sertanejo,0.44570541153983984,0.5845643471509381,0.22632423756019265,0.6239649820166564,0.41886466541699013,False,6948460.0,75.0,24521.0,6167.0,0.0035289828927585545,6.94846,0
106513,08GOw3NsrJ0LsCCeyqzt3b,ABBA,The Album,Thank You For The Music,63,229453,False,0.283,0.417,4,-9.124,1,0.0404,0.835,0.0,0.102,0.373,201.145,4,swedish,0.2187313343686536,0.4151634013289907,0.36115569823434995,0.977909608929826,0.33168347797733144,False,15129308.0,82.0,2450963.0,462538.0,0.162000987619461,15.129308,0
21859,7862flGk6U3tiWs2m2aUzH,Burna Boy,Twice As Tall,Bank On It,52,276536,False,0.784,0.388,1,-8.931,1,0.207,0.29,0.00539,0.0971,0.472,93.011,4,dancehall,0.8172261378568868,0.38592157139544025,0.4670947030497592,0.3286238388884552,0.5567474707673621,False,14536220.0,81.0,185756.0,22991.0,0.012778837085649702,14.53622,0
105513,2Lb7W4SQkT2V9aCUYZeqb6,"Sarah, the Illstrumentalist",Hurricane Season,Pullen Park,32,143444,False,0.711,0.528,2,-11.217,1,0.0504,0.00378,0.863,0.131,0.0863,107.976,4,study,0.7300203082069048,0.5270890262470631,0.0543606206527555,0.4184805125403049,0.43715665170224116,False,25234.0,35.0,26033.0,4925.0,1.031622746185853,0.025234,0
96411,3Ux8UdONG81vCs0JKoZAqf,Arlindo Cruz,Mtv Ao Vivo Arlindo Cruz - Cd 1,Fora de Ocasião,40,150720,False,0.585,0.813,2,-6.32,1,0.0399,0.637,0.0,0.729,0.874,102.226,4,samba,0.5795006570302232,0.8144656307664383,0.897271268057785,0.38395489453174253,0.7637458519514823,False,1007396.0,66.0,28490.0,7657.0,0.02828080687157099,1.007396,0
7859,4ctrW6hZZ5sXqWfYMhAE7g,Ricky Skaggs,Super Hits,I Wouldn't Change You If I Could,40,179373,False,0.605,0.345,5,-10.937,1,0.0263,0.0519,2.02e-06,0.105,0.802,138.094,4,bluegrass,0.603392665153506,0.3425629959767275,0.8202247191011237,0.5993226974415016,0.5887267934104524,False,144798.0,49.0,13894.0,4967.0,0.09595370133771643,0.144798,0
19740,3bMh0f7p377DT6esXJoJa6,Ashley McBryde,Good Times Country,Styrofoam,0,175853,False,0.737,0.701,0,-6.013,1,0.0446,0.0495,1.11e-06,0.108,0.844,85.001,4,country,0.7610799187671724,0.7015316668851399,0.8651685393258427,0.28052815188870145,0.7759267083260517,True,331988.0,54.0,7189.0,1451.0,0.021654331920635924,0.331988,0
73513,7FIy6N0Q90ID7u1Gh9oGfe,Guy Gerber,What To Do EP,What To Do,46,300983,False,0.718,0.693,0,-10.661,0,0.0382,0.165,0.815,0.104,0.664,121.992,4,minimal-techno,0.7383825110500537,0.6934649551793329,0.6725521669341895,0.5026389581069153,0.7014665443878587,False,116895.0,46.0,69663.0,19417.0,0.5959399808376676,0.116895,0
70626,7fIP72hHPvNFI8XPYsxwQ9,Angela Chang,歐若拉,歐若拉,49,259160,False,0.507,0.77,5,-4.557,1,0.0588,0.0927,0.0,0.277,0.651,170.001,4,mandopop,0.48632182534942053,0.7711070553477256,0.6586409844836812,0.7909068528848406,0.6386899550602757,False,625374.0,54.0,37041.0,4922.0,0.05923006196282231,0.625374,0
20859,37R0bQOQj5a7DOqh1TGzvB,Charlie Puth,Nine Track Mind,One Call Away,73,194453,False,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,4,dance,0.6774578903356827,0.6127978381212628,0.4649545211342965,0.3166929861957573,0.5850700831970806,False,25531699.0,82.0,2566862.0,416533.0,0.10053627451364382,25.531699,1
45737,6L1ejFvyidhSfuckbS2lwB,Sonny Lim,Slack Key Guitar: The Artistry Of Sonny Lim,Pau Hana Rag,22,184720,False,0.339,0.195,3,-20.308,1,0.0406,0.952,0.744,0.104,0.564,189.689,4,guitar,0.2856289571138454,0.1913121514928458,0.5655430711610486,0.9091225689461582,0.34749472658924657,False,2533.0,27.0,4004.0,1487.0,1.580110497237569,0.002533,0
74737,2bli33fs7ikTg3lxlQV8pA,Elba Ramalho;Dominguinhos,Baião De Dois,Gostoso Demais,40,234160,False,0.564,0.606,2,-12.175,1,0.0664,0.599,9.33e-05,0.275,0.803,175.539,4,mpb,0.5544140485007765,0.6057394653786816,0.8212948100588551,0.8241595263685655,0.6604827746461044,False,791.0,7.0,2.0,2.0,0.0025252525252525255,0.000791,0
3136,0lpdGobBIXUFiPaZpDR1Bj,Skillet,Rock Brandneu,Surviving the Game,0,238870,False,0.535,0.979,8,-3.593,1,0.0597,0.000666,0.0,0.084,0.432,103.996,4,alternative,0.5197706367220165,0.9818498986619341,0.424291064740503,0.3945827804230739,0.6419705333748178,False,5984668.0,77.0,273377.0,39654.0,0.045679552202469345,5.984668,0
3521,5IUGggKb1vh11R6hE0rPpm,Janelle Monáe;Zoë Kravitz,The State of Pop,Screwed,0,302491,True,0.729,0.681,8,-7.582,0,0.0405,0.0442,0.000242,0.27,0.444,106.011,4,alternative,0.7515231155178592,0.6813648876206225,0.4371321562332799,0.4066817578643353,0.6233400531239205,False,,,3.0,2.0,1.5,0.0,0
86513,0em3bmrNA9Jbiq5AGG9Q3e,Hoolahoop,Hari Untuk Berlari,Angel or Keisha,40,241826,False,0.484,0.759,8,-4.172,1,0.0304,0.413,0.0,0.07,0.388,150.068,4,punk,0.45884601600764535,0.7600153267522409,0.37720706260032105,0.671220045273593,0.5320228017867358,False,28484.0,32.0,5131.0,678.0,0.18012989292610146,0.028484,0
13626,6tXhW3RvKa5md44T7446Tw,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle,Baby Wants to Ride (Re-Directed),Baby Wants to Ride - Re-Directed,8,611666,True,0.8,0.82,7,-7.177,1,0.0631,0.000356,0.816,0.0481,0.873,126.004,4,chicago-house,0.836339744355513,0.8215240035090194,0.8962011771000535,0.5267288327939332,0.8513549749881953,True,,,,,,0.0,0
5411,4LUJzSLpBtgH3dpOH7J7Nf,Hiroyuki Sawano,86―エイティシックス― オリジナル・サウンドトラック,Voices of the Chord,54,182173,False,0.486,0.403,4,-8.345,0,0.0296,0.203,0.00154,0.0677,0.16,141.85,4,anime,0.46123521681997365,0.4010466558438285,0.1332263242375602,0.6218754315702251,0.3318360656337875,False,740242.0,67.0,320174.0,16186.0,0.4325255355336018,0.740242,0
86678,44DGNUUvSQjqFxwgFC7wsf,boom boom kid,Frisbee,Lo Único Feo Es No Tener Porque Vivir,40,193333,False,0.577,0.93,2,-4.553,1,0.0679,0.0102,0.000671,0.0893,0.448,92.539,4,punk,0.5699438537809103,0.9324412894638661,0.4414125200642055,0.32578973598410027,0.6479325544363274,False,92645.0,40.0,50008.0,6812.0,0.5397750577466917,0.092645,0
73521,18mfe5YtwXeqhbuSABYVCK,Jan Blomqvist;Animal Trainer,Big Jet Plane,Big Jet Plane - Animal Trainer Remix,44,400926,False,0.89,0.443,0,-8.654,1,0.0497,0.0372,0.385,0.369,0.199,122.002,4,minimal-techno,0.9438537809102854,0.44138021437286357,0.1749598715890851,0.5026990026599736,0.5200646222907447,False,,,,,,0.0,0
24411,14T9W9rhv3Gj021FHfyhnD,Model 500;Aisha Jamiel,Deep Space,The Flow,9,248946,False,0.631,0.805,6,-7.465,0,0.0621,0.007,0.0117,0.46,0.484,112.373,4,detroit-techno,0.6344522757137736,0.8063989190606313,0.4799357945425361,0.44488210252006993,0.6402623297723137,False,,,,,,0.0,0
105136,5WlX7Y1wc3NfuiifGoGJEx,Miso Colt,Elevator Rendezvous,Elevator Rendezvous,45,185000,False,0.821,0.406,8,-14.695,0,0.114,0.952,0.677,0.108,0.637,87.014,4,study,0.86142635288496,0.4040716727335061,0.6436597110754415,0.29261512041935117,0.6363859122313026,False,1117.0,26.0,6746.0,4132.0,6.033989266547406,0.001117,0
51660,6UeMjHhzYnidHi7I4isoGg,AP Dhillon;Gurinder Gill;Gminxr,Most Wanted,Most Wanted,60,184090,False,0.85,0.573,8,-6.759,1,0.274,0.0439,0.0,0.0871,0.49,88.05,4,hip-hop,0.8960697646637199,0.5724642795922276,0.4863563402889246,0.29883573611619824,0.651630128181624,False,,,,,,0.0,0
104859,0wA3AZzA0gp0wfSS0SpZt5,Melendi;Mau y Ricky,La Boca Junta,La Boca Junta,62,227312,False,0.663,0.836,11,-5.111,1,0.0384,0.464,0.0,0.0554,0.802,154.952,4,spanish,0.6726794887110261,0.8376574269206335,0.8202247191011237,0.7005458049873006,0.776853878244261,False,,,2.0,1.0,1.0,0.0,0
96678,2lS6uHU9ebUHTatXdQTG6p,Jorge Aragão,Ao vivo 3,Novos tempos - Ao vivo,37,311360,False,0.464,0.573,7,-10.407,1,0.0392,0.85,0.000681,0.542,0.558,90.987,4,samba,0.4349540078843626,0.5724642795922276,0.5591225254146603,0.3164708213494413,0.5221802709637502,False,1098244.0,65.0,23593.0,5053.0,0.021482456100414753,1.098244,0
660,7MlPySldFcJ9R3mSFvGV4y,Masaharu Fukuyama,AKIRA,彼方で,29,272320,False,0.459,0.57,4,-5.672,1,0.0293,0.199,0.0,0.137,0.361,72.978,4,acoustic,0.428981005853542,0.56943926270255,0.34831460674157305,0.208336585746624,0.4489116250992216,False,1094970.0,56.0,150.0,25.0,0.0001369899294136557,1.09497,0
35678,6f4ZEtnZs3NpDK2FdeyYl1,Edson Lima e Gatinha Manhosa,20 Grandes Sucessos: A Voz de Quem Te Ama,História do Amor,39,223920,False,0.492,0.892,0,-4.767,1,0.0906,0.0118,0.0,0.367,0.736,169.401,4,forro,0.46840281925695854,0.8941244088612826,0.7495987158908508,0.7873041797013385,0.704041981336364,False,86190.0,39.0,1528.0,631.0,0.017728069055933913,0.08619,0
53740,364Am4PI1b6FQc0wUUH7AS,Matoma;Brando,House Anthems,The Bender,1,184320,False,0.707,0.882,6,-7.46,1,0.0385,0.0606,0.0131,0.105,0.208,125.007,4,house,0.7252419065822482,0.8840410192290239,0.18459069020866775,0.5207423908540136,0.5979578720066466,False,,,2.0,2.0,1.0,0.0,0
110411,19XDJlw6WxC4XOKC1LGKid,Armin van Buuren;Laura V;Avicii,Drowning,Drowning - Avicii Remix,51,204321,False,0.533,0.849,11,-7.148,1,0.036,0.0365,0.00232,0.379,0.281,126.944,4,trance,0.5173814359096882,0.85076583344257,0.2627073301230605,0.5323730207814199,0.5436181998251063,False,,,1.0,1.0,0.5,0.0,0
72660,3HhaSocKwTptze7PySNZlW,A Day To Remember,Bad Vibrations (Deluxe Edition),Paranoia,62,200676,True,0.409,0.992,3,-2.803,0,0.108,4.82e-05,2.03e-06,0.1,0.344,149.859,4,metalcore,0.36925098554533503,0.9949583051838704,0.3301230604601391,0.6699651141146732,0.5647774503964481,False,2535807.0,70.0,1567784.0,181823.0,0.6182581646559991,2.535807,0
109626,0kfCf8GLQDZFZZIhVtHZvk,Charlotte de Witte,Asura EP,Asura,51,469612,False,0.731,0.902,11,-10.807,1,0.0511,0.0122,0.899,0.111,0.409,136.014,4,techno,0.7539123163301875,0.9042077984935415,0.3996789727126806,0.5868334304053608,0.6859330291788032,False,1255142.0,63.0,59947.0,16409.0,0.04776109176404601,1.255142,0
82521,0ivrqdSNVmReUeSkNexBDx,The Arrivals,Marvels of Industry,I'm Sorry For Saying I'm Sorry,22,121666,False,0.247,0.819,0,-6.312,1,0.0484,0.000893,0.00375,0.38,0.494,177.834,4,power-pop,0.17572571974674467,0.8205156645457935,0.4906367041198503,0.8379397512954614,0.49562602947079615,False,5546.0,14.0,15869.0,4191.0,2.8608256715341627,0.005546,0
32513,5QRhs05R9MOXHQC2OOn5bq,Innellea,Distorted Youth EP,Loss Of Hope,45,439024,False,0.682,0.927,5,-6.129,0,0.0373,0.133,0.842,0.0918,0.113,122.998,4,electronic,0.6953768964281448,0.9294162725741885,0.08293204922418407,0.5086794401445873,0.5692417394088392,False,132955.0,53.0,24764.0,6225.0,0.18625710761454917,0.132955,0
90737,2Jfsnt07szICCDxFEvgBNP,Estela Nuñez,Estela Núñez (Con Mariachi),No Volveré,30,200026,False,0.417,0.161,0,-15.638,1,0.0356,0.483,0.0,0.715,0.484,97.312,4,rock-n-roll,0.37880778879464816,0.15702862674316595,0.4799357945425361,0.35444900115885986,0.33859073669345,False,134359.0,45.0,1010.0,388.0,0.007517118189937481,0.134359,0
81136,4O0ymDK32zylHELT506JPI,The Weeknd,Halloween Party 2022,Blinding Lights,0,201573,False,0.512,0.796,1,-4.075,1,0.0645,0.00147,0.000209,0.0938,0.344,171.014,4,pop,0.4922948273802413,0.7973238683915984,0.3301230604601391,0.7969893661096534,0.5399139187439929,False,115163348.0,96.0,36848135.0,2246617.0,0.3199640798914245,115.163348,0
5859,3sFdaHo9D3hfiFt2wVi6a5,Kenshi Yonezu,M八七,M八七,65,263120,False,0.633,0.719,1,-8.329,1,0.0418,0.3,2.23e-05,0.34,0.334,112.013,4,anime,0.6368414765261019,0.7196817682232057,0.3194221508828251,0.4427204986099686,0.558648465210711,False,7639329.0,80.0,122198.0,17293.0,0.015995905400080897,7.639329,0
30859,7y3c1oJMY1CwwtOZ84Qovu,Regard;Years & Years,Hallucination,Hallucination,74,174794,True,0.687,0.788,6,-5.142,0,0.0352,0.0121,0.0,0.358,0.669,123.02,4,edm,0.7013498984589654,0.7892571566857914,0.6779026217228465,0.5088115381613156,0.7228365589558678,False,,,49.0,7.0,24.5,0.0,1
36660,0hOW6iNtMXxl9UB70gt8Bc,Caballero & JeanJass;Lomepal,High & Fines Herbes,Brillant,34,160746,True,0.735,0.567,1,-8.228,1,0.171,0.0242,1.3e-05,0.417,0.408,106.146,4,french,0.7586907179548441,0.5664142458128723,0.3986088817549492,0.4074923593306234,0.5745712818408885,False,,,,,,0.0,0
6660,1oNgtfuBBsQP30U4B5N60w,Manes,Slow Motion Death Sequence,Poison Enough for Everyone,17,273066,False,0.534,0.759,6,-8.391,0,0.0435,0.0125,0.477,0.61,0.141,119.924,4,black-metal,0.5185760363158523,0.7600153267522409,0.11289459604066344,0.4902217445344446,0.46382865303625226,False,10712625.0,78.0,24236.0,5393.0,0.002262377123965683,10.712625,0
27411,3QSzbe5jUceSc0IyAFJ4LD,Zero T,Dream Logic,Dream Logic,18,319097,False,0.671,0.928,8,-3.704,0,0.0732,0.000164,0.729,0.273,0.634,174.002,4,drum-and-bass,0.6822362919603393,0.9304246115374143,0.6404494382022472,0.8149306785634942,0.7510367805666669,False,1086699.0,63.0,2634.0,1088.0,0.002423852029078863,1.086699,0
107859,3O6l5P4tTtHl3jN1vtrNlo,Tove Lo;Kylie Minogue,Sunshine Kitty,Really don’t like u (feat. Kylie Minogue),47,225104,False,0.599,0.619,4,-6.658,0,0.0736,0.215,6.11e-05,0.0856,0.265,109.326,4,synth-pop,0.5962250627165213,0.618847871900618,0.24558587479935795,0.42658652720318474,0.48688626980549915,False,,,,,,0.0,0
39411,3DNRdudZ2SstnDCVKFdXxG,Ludwig van Beethoven;Paul Lewis,"Beethoven: Piano Sonatas, Vol.3","Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",69,315426,False,0.184,0.00527,1,-37.264,0,0.0432,0.995,0.887,0.173,0.151,170.612,3,german,0.10046589415840401,0.0,0.12359550561797754,0.794575575076707,0.07468713325879385,False,,,6.0,3.0,3.0,0.0,0
10521,1Lu4MHevzkeT1KeNUyU3Wo,Hybrid,Symphony,Symphony - Original Mix,14,740600,False,0.577,0.91,10,-12.534,0,0.0429,0.0268,0.652,0.122,0.486,131.884,4,breakbeat,0.5699438537809103,0.9122745101993485,0.48207597645799893,0.5620350299922541,0.654764780146086,False,213325.0,60.0,2008.0,622.0,0.009412823565810075,0.213325,0
16859,31MPMuJJoYfX91Myeqi8ob,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"9 Variations on a Minuet by J.P. Duport in D, K.573: 8. Variation VII",4,62325,False,0.354,0.194,2,-20.373,1,0.034,0.989,0.961,0.251,0.67,145.106,3,classical,0.30354796320630745,0.19030381252961992,0.6789727126805779,0.6414259380460301,0.3909414961388351,False,,,,,,0.0,0
87678,6e3mKhIpIyvUkbeQ0cSLPQ,Mariano Barba,Nuestro Punto G,Me Gustas,43,203066,False,0.693,0.461,2,-8.051,1,0.0397,0.721,0.000178,0.0722,0.429,147.921,4,r-n-b,0.7085175008959501,0.4595303157109294,0.42108079186730873,0.6583284797319611,0.5297095361580627,False,968957.0,57.0,2090.0,993.0,0.002156956235461186,0.968957,0
77660,0HifRAxIjuvd7XBJEviQOK,Martinho Da Vila;Djonga,Era de Aquarius,Era de Aquarius,44,178207,False,0.895,0.516,4,-7.075,0,0.294,0.548,0.0,0.19,0.783,136.076,4,pagode,0.949826782941106,0.5149889586883526,0.7998929909042269,0.5872057066343226,0.7549029108445618,False,,,,,,0.0,0
46411,5O8NTmi6nq47lg0XKHzUZg,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),Housetime! (Original Mix) - Extended Mix,8,385534,False,0.538,0.866,4,-3.674,0,0.0827,0.000866,0.013,0.357,0.0355,100.016,4,happy,0.5233544379405088,0.8679075958174098,0.0,0.370685048305843,0.46375401125263954,False,147089.0,54.0,291.0,110.0,0.001978380583316337,0.147089,0
72513,7yhN7C46ts8tAKHoNRrBL6,We Came As Romans;Zero 9:36,Daggers,Daggers,57,194093,True,0.435,0.961,7,-3.658,1,0.141,6.16e-05,0.000134,0.384,0.427,148.016,4,metalcore,0.40031059610560266,0.9636997973238682,0.41894060995184595,0.6588989029860155,0.5943170011271056,False,,,27.0,3.0,13.5,0.0,0
64411,0B1HBdtLt2ebn2iHPPn65L,Dean Martin,Jingle Bell Rock 2022,"Baby, It's Cold Outside",0,143733,False,0.439,0.196,0,-16.093,1,0.0601,0.88,0.0,0.0513,0.525,129.581,4,jazz,0.40508899773025925,0.1923204904560717,0.5238095238095238,0.5482067694229118,0.37373967066528496,False,1979678.0,80.0,1300614.0,433704.0,0.6569822683374426,1.979678,0
